日期,计划id,计划名称,推广类型,单元id,单元名称,关键词,展现量,点击量,花费,点击率,平均点击花费,千次展现花费,总收藏数,宝贝收藏数,店铺收藏数,总购物车数,直接购物车数,间接购物车数,加购成本,宝贝收藏成本,宝贝收藏转化率,加购率,总预售成交金额,总预售成交笔数,直接预售成交金额,直接预售成交笔数,间接预售成交金额,间接预售成交笔数,总成交金额,直接成交金额,间接成交金额,总成交笔数,直接成交笔数,间接成交笔数,投入产出比,点击转化率,直接点击转化率,购物金充值笔数,购物金充值金额
2022-02-12,48739019,二环_重点关注,标准计划,3136875664,Skechers斯凯奇2021秋冬新款休闲健步鞋女防滑软底一脚蹬懒人鞋,运动鞋运动,1,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,48739019,二环_重点关注,标准计划,3136875664,Skechers斯凯奇2021秋冬新款休闲健步鞋女防滑软底一脚蹬懒人鞋,运动品牌鞋子女,1,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,48739019,二环_重点关注,标准计划,3136875664,Skechers斯凯奇2021秋冬新款休闲健步鞋女防滑软底一脚蹬懒人鞋,休闲运动鞋女冬,1,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,48739019,二环_重点关注,标准计划,3136875664,Skechers斯凯奇2021秋冬新款休闲健步鞋女防滑软底一脚蹬懒人鞋,女士紫色运动鞋,867,43,36.97,4.9596,0.86,42.64,1,1,0,2,1,1,18.49,36.97,2.3256,4.6512,0.00,0,0.00,0,0.00,0,329.00,329.00,0.00,1,1,0,8.8991,2.3256,2.3256,0,0.00
2022-02-12,48739019,二环_重点关注,标准计划,3136875664,Skechers斯凯奇2021秋冬新款休闲健步鞋女防滑软底一脚蹬懒人鞋,运动跑步鞋子,1,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,48739019,二环_重点关注,标准计划,3136875664,Skechers斯凯奇2021秋冬新款休闲健步鞋女防滑软底一脚蹬懒人鞋,运动鞋子女,11,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,48739019,二环_重点关注,标准计划,3136875664,Skechers斯凯奇2021秋冬新款休闲健步鞋女防滑软底一脚蹬懒人鞋,健步鞋女,2,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,48739019,二环_重点关注,标准计划,3136875664,Skechers斯凯奇2021秋冬新款休闲健步鞋女防滑软底一脚蹬懒人鞋,女款休闲鞋,1,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,48739019,二环_重点关注,标准计划,3136875664,Skechers斯凯奇2021秋冬新款休闲健步鞋女防滑软底一脚蹬懒人鞋,一脚蹬女鞋,2,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,48739019,二环_重点关注,标准计划,3136875664,Skechers斯凯奇2021秋冬新款休闲健步鞋女防滑软底一脚蹬懒人鞋,2021冬天新款女鞋,2,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,48655484,单品_13143,标准计划,2785129446,Skechers斯凯奇春季休闲老爹鞋女时尚百搭熊猫鞋厚底增高运动鞋,女鞋子2021年新款休闲,2,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,48655484,单品_13143,标准计划,2785129446,Skechers斯凯奇春季休闲老爹鞋女时尚百搭熊猫鞋厚底增高运动鞋,女版女款运动鞋子,4,1,0.91,25.0000,0.91,227.50,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,48655484,单品_13143,标准计划,2785129446,Skechers斯凯奇春季休闲老爹鞋女时尚百搭熊猫鞋厚底增高运动鞋,女款鞋子运动鞋,2,1,0.77,50.0000,0.77,385.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,48655484,单品_13143,标准计划,2785129446,Skechers斯凯奇春季休闲老爹鞋女时尚百搭熊猫鞋厚底增高运动鞋,圆头厚底老爹鞋,1,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,48655484,单品_13143,标准计划,2785129446,Skechers斯凯奇春季休闲老爹鞋女时尚百搭熊猫鞋厚底增高运动鞋,黑色 运动鞋子,1,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,48655484,单品_13143,标准计划,2785129446,Skechers斯凯奇春季休闲老爹鞋女时尚百搭熊猫鞋厚底增高运动鞋,休闲运动鞋子女款,7,1,0.65,14.2857,0.65,92.86,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,48655484,单品_13143,标准计划,2785129446,Skechers斯凯奇春季休闲老爹鞋女时尚百搭熊猫鞋厚底增高运动鞋,女式运动鞋休闲鞋,3,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,48655484,单品_13143,标准计划,2785129446,Skechers斯凯奇春季休闲老爹鞋女时尚百搭熊猫鞋厚底增高运动鞋,2021新款老爹鞋女,2,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,48655484,单品_13143,标准计划,2785129446,Skechers斯凯奇春季休闲老爹鞋女时尚百搭熊猫鞋厚底增高运动鞋,休闲鞋子女,3,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,48655484,单品_13143,标准计划,2785129446,Skechers斯凯奇春季休闲老爹鞋女时尚百搭熊猫鞋厚底增高运动鞋,女士休闲鞋2021年新款黑色,1,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,48655484,单品_13143,标准计划,2785129446,Skechers斯凯奇春季休闲老爹鞋女时尚百搭熊猫鞋厚底增高运动鞋,女鞋子小白,1,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,48655484,单品_13143,标准计划,2785129446,Skechers斯凯奇春季休闲老爹鞋女时尚百搭熊猫鞋厚底增高运动鞋,女鞋运动,1,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,48655484,单品_13143,标准计划,2785129446,Skechers斯凯奇春季休闲老爹鞋女时尚百搭熊猫鞋厚底增高运动鞋,秋运动鞋 女,4,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,48655484,单品_13143,标准计划,2785129446,Skechers斯凯奇春季休闲老爹鞋女时尚百搭熊猫鞋厚底增高运动鞋,黑色老爹鞋女春秋,1,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,48655484,单品_13143,标准计划,2785129446,Skechers斯凯奇春季休闲老爹鞋女时尚百搭熊猫鞋厚底增高运动鞋,老爹鞋女2021年爆款,4,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,48655484,单品_13143,标准计划,2785129446,Skechers斯凯奇春季休闲老爹鞋女时尚百搭熊猫鞋厚底增高运动鞋,大头鞋子女,3,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,48655484,单品_13143,标准计划,2785129446,Skechers斯凯奇春季休闲老爹鞋女时尚百搭熊猫鞋厚底增高运动鞋,2021新款秋季女款老爹鞋,4,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,48655484,单品_13143,标准计划,2785129446,Skechers斯凯奇春季休闲老爹鞋女时尚百搭熊猫鞋厚底增高运动鞋,厚底小白鞋,1,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,48655484,单品_13143,标准计划,2785129446,Skechers斯凯奇春季休闲老爹鞋女时尚百搭熊猫鞋厚底增高运动鞋,休闲运动鞋子,1,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,48655484,单品_13143,标准计划,2785129446,Skechers斯凯奇春季休闲老爹鞋女时尚百搭熊猫鞋厚底增高运动鞋,运动鞋女冬天,1,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,48655484,单品_13143,标准计划,2785129446,Skechers斯凯奇春季休闲老爹鞋女时尚百搭熊猫鞋厚底增高运动鞋,女款运动鞋子,38,4,3.10,10.5263,0.78,81.58,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,48655484,单品_13143,标准计划,2785129446,Skechers斯凯奇春季休闲老爹鞋女时尚百搭熊猫鞋厚底增高运动鞋,老爹鞋女鞋子,2,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,48655484,单品_13143,标准计划,2785129446,Skechers斯凯奇春季休闲老爹鞋女时尚百搭熊猫鞋厚底增高运动鞋,老爹鞋 女内增高,1,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,48655484,单品_13143,标准计划,2785129446,Skechers斯凯奇春季休闲老爹鞋女时尚百搭熊猫鞋厚底增高运动鞋,老爹鞋女厚底增高,1,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,48655484,单品_13143,标准计划,2785129446,Skechers斯凯奇春季休闲老爹鞋女时尚百搭熊猫鞋厚底增高运动鞋,休闲女鞋鞋子,1,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,48655484,单品_13143,标准计划,2785129446,Skechers斯凯奇春季休闲老爹鞋女时尚百搭熊猫鞋厚底增高运动鞋,凯斯奇女运动鞋,2,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,48655484,单品_13143,标准计划,2785129446,Skechers斯凯奇春季休闲老爹鞋女时尚百搭熊猫鞋厚底增高运动鞋,鞋老爹鞋,3,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,48655484,单品_13143,标准计划,2785129446,Skechers斯凯奇春季休闲老爹鞋女时尚百搭熊猫鞋厚底增高运动鞋,女士鞋子白,1,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,48655484,单品_13143,标准计划,2785129446,Skechers斯凯奇春季休闲老爹鞋女时尚百搭熊猫鞋厚底增高运动鞋,厚底小白鞋女,1,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,48655484,单品_13143,标准计划,2785129446,Skechers斯凯奇春季休闲老爹鞋女时尚百搭熊猫鞋厚底增高运动鞋,黑色休闲鞋子女,1,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,48655484,单品_13143,标准计划,2785129446,Skechers斯凯奇春季休闲老爹鞋女时尚百搭熊猫鞋厚底增高运动鞋,爆款内增高小白鞋,1,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,48655484,单品_13143,标准计划,2785129446,Skechers斯凯奇春季休闲老爹鞋女时尚百搭熊猫鞋厚底增高运动鞋,老爹鞋女款冬季,1,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,48655484,单品_13143,标准计划,2785129446,Skechers斯凯奇春季休闲老爹鞋女时尚百搭熊猫鞋厚底增高运动鞋,鞋圆头女,1,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,48655484,单品_13143,标准计划,2785129446,Skechers斯凯奇春季休闲老爹鞋女时尚百搭熊猫鞋厚底增高运动鞋,2021新款老爹鞋,1,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,48655484,单品_13143,标准计划,2785129446,Skechers斯凯奇春季休闲老爹鞋女时尚百搭熊猫鞋厚底增高运动鞋,春秋款运动鞋女,2,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,48655484,单品_13143,标准计划,2785129446,Skechers斯凯奇春季休闲老爹鞋女时尚百搭熊猫鞋厚底增高运动鞋,熊猫女款老爹鞋,1,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,48655484,单品_13143,标准计划,2785129446,Skechers斯凯奇春季休闲老爹鞋女时尚百搭熊猫鞋厚底增高运动鞋,运动鞋 女鞋,19,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,48655484,单品_13143,标准计划,2785129446,Skechers斯凯奇春季休闲老爹鞋女时尚百搭熊猫鞋厚底增高运动鞋,运动鞋女款黑色,3,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,48655484,单品_13143,标准计划,2785129446,Skechers斯凯奇春季休闲老爹鞋女时尚百搭熊猫鞋厚底增高运动鞋,厚底鞋子女秋冬,1,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,48655484,单品_13143,标准计划,2785129446,Skechers斯凯奇春季休闲老爹鞋女时尚百搭熊猫鞋厚底增高运动鞋,老爹鞋运动鞋女,472,22,15.88,4.6610,0.72,33.64,2,1,1,8,1,7,1.99,15.88,4.5455,36.3636,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0.0000,0.0000,0.0000,0,0.00
2022-02-12,48655484,单品_13143,标准计划,2785129446,Skechers斯凯奇春季休闲老爹鞋女时尚百搭熊猫鞋厚底增高运动鞋,厚底休闲鞋鞋女,1,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,48655484,单品_13143,标准计划,2785129446,Skechers斯凯奇春季休闲老爹鞋女时尚百搭熊猫鞋厚底增高运动鞋,老爹鞋女2021秋新款,1586,100,78.68,6.3052,0.79,49.61,2,1,1,11,2,9,7.15,78.68,1.0000,11.0000,0.00,0,0.00,0,0.00,0,1096.28,778.05,318.23,3,2,1,13.9334,3.0000,2.0000,0,0.00
2022-02-12,153400581,十二月_老爹鞋日常,智能计划,3038778748,Skechers斯凯奇春季新款老爹鞋女运动鞋百搭休闲厚底小白鞋熊猫鞋,老爹鞋女skechers,18,1,0.50,5.5556,0.50,27.78,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,153400581,十二月_老爹鞋日常,智能计划,3038778748,Skechers斯凯奇春季新款老爹鞋女运动鞋百搭休闲厚底小白鞋熊猫鞋,斯凯奇老爹鞋,32,4,2.00,12.5000,0.50,62.50,0,0,0,1,1,0,2.00,,0.0000,25.0000,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0.0000,0.0000,0.0000,0,0.00
2022-02-12,153400581,十二月_老爹鞋日常,智能计划,3038778748,Skechers斯凯奇春季新款老爹鞋女运动鞋百搭休闲厚底小白鞋熊猫鞋,老爹鞋女,21,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,153400581,十二月_老爹鞋日常,智能计划,3038778748,Skechers斯凯奇春季新款老爹鞋女运动鞋百搭休闲厚底小白鞋熊猫鞋,skechers女鞋老爹鞋,1,2,0.98,200.0000,0.49,980.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,153400581,十二月_老爹鞋日常,智能计划,3038778748,Skechers斯凯奇春季新款老爹鞋女运动鞋百搭休闲厚底小白鞋熊猫鞋,老爹鞋 白色 女,2,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,153400581,十二月_老爹鞋日常,智能计划,3038778748,Skechers斯凯奇春季新款老爹鞋女运动鞋百搭休闲厚底小白鞋熊猫鞋,老爹鞋,16,1,0.50,6.2500,0.50,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,101974016,单品_12241,标准计划,3092344222,Skechers斯凯奇春季十周年钻石熊猫鞋女潮拼接休闲厚底运动鞋,鞋子秋冬款女老爹鞋,2,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,101974016,单品_12241,标准计划,3092344222,Skechers斯凯奇春季十周年钻石熊猫鞋女潮拼接休闲厚底运动鞋,老爹鞋女款ins厚底,4,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,101974016,单品_12241,标准计划,3092344222,Skechers斯凯奇春季十周年钻石熊猫鞋女潮拼接休闲厚底运动鞋,新款老爹鞋女厚底,2,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,101974016,单品_12241,标准计划,3092344222,Skechers斯凯奇春季十周年钻石熊猫鞋女潮拼接休闲厚底运动鞋,女士运动鞋休闲鞋黑色,4,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,101974016,单品_12241,标准计划,3092344222,Skechers斯凯奇春季十周年钻石熊猫鞋女潮拼接休闲厚底运动鞋,女款平底老爹鞋,56,4,2.22,7.1429,0.56,39.64,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,101974016,单品_12241,标准计划,3092344222,Skechers斯凯奇春季十周年钻石熊猫鞋女潮拼接休闲厚底运动鞋,女款白色老爹鞋,4,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,101974016,单品_12241,标准计划,3092344222,Skechers斯凯奇春季十周年钻石熊猫鞋女潮拼接休闲厚底运动鞋,百搭厚底老爹鞋,1,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,101974016,单品_12241,标准计划,3092344222,Skechers斯凯奇春季十周年钻石熊猫鞋女潮拼接休闲厚底运动鞋,运动鞋子冬,1,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,101974016,单品_12241,标准计划,3092344222,Skechers斯凯奇春季十周年钻石熊猫鞋女潮拼接休闲厚底运动鞋,女款运动休闲鞋冬,16,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,101974016,单品_12241,标准计划,3092344222,Skechers斯凯奇春季十周年钻石熊猫鞋女潮拼接休闲厚底运动鞋,运动鞋子女,17,4,2.87,23.5294,0.72,168.82,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,101974016,单品_12241,标准计划,3092344222,Skechers斯凯奇春季十周年钻石熊猫鞋女潮拼接休闲厚底运动鞋,运动休闲鞋 鞋子,1,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,101974016,单品_12241,标准计划,3092344222,Skechers斯凯奇春季十周年钻石熊猫鞋女潮拼接休闲厚底运动鞋,小白鞋子女秋冬,1,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,101974016,单品_12241,标准计划,3092344222,Skechers斯凯奇春季十周年钻石熊猫鞋女潮拼接休闲厚底运动鞋,女款秋冬款休闲鞋,1,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,101974016,单品_12241,标准计划,3092344222,Skechers斯凯奇春季十周年钻石熊猫鞋女潮拼接休闲厚底运动鞋,黑色老爹鞋,5,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,101974016,单品_12241,标准计划,3092344222,Skechers斯凯奇春季十周年钻石熊猫鞋女潮拼接休闲厚底运动鞋,女鞋 运动鞋,2,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,101974016,单品_12241,标准计划,3092344222,Skechers斯凯奇春季十周年钻石熊猫鞋女潮拼接休闲厚底运动鞋,系带休闲鞋女鞋,12,1,0.63,8.3333,0.63,52.50,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,101974016,单品_12241,标准计划,3092344222,Skechers斯凯奇春季十周年钻石熊猫鞋女潮拼接休闲厚底运动鞋,鞋女 秋冬,1,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,101974016,单品_12241,标准计划,3092344222,Skechers斯凯奇春季十周年钻石熊猫鞋女潮拼接休闲厚底运动鞋,ins百搭运动鞋女,1,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,101974016,单品_12241,标准计划,3092344222,Skechers斯凯奇春季十周年钻石熊猫鞋女潮拼接休闲厚底运动鞋,运动鞋秋冬款,1,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,101974016,单品_12241,标准计划,3092344222,Skechers斯凯奇春季十周年钻石熊猫鞋女潮拼接休闲厚底运动鞋,女款的女款运动鞋,1,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,101974016,单品_12241,标准计划,3092344222,Skechers斯凯奇春季十周年钻石熊猫鞋女潮拼接休闲厚底运动鞋,运动女鞋,1,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,101974016,单品_12241,标准计划,3092344222,Skechers斯凯奇春季十周年钻石熊猫鞋女潮拼接休闲厚底运动鞋,秋冬季女款 运动鞋,1,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,101974016,单品_12241,标准计划,3092344222,Skechers斯凯奇春季十周年钻石熊猫鞋女潮拼接休闲厚底运动鞋,新款女鞋子百搭,9,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,101974016,单品_12241,标准计划,3092344222,Skechers斯凯奇春季十周年钻石熊猫鞋女潮拼接休闲厚底运动鞋,休闲运动鞋 女,5,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,101974016,单品_12241,标准计划,3092344222,Skechers斯凯奇春季十周年钻石熊猫鞋女潮拼接休闲厚底运动鞋,熊猫鞋女,111,9,6.30,8.1081,0.70,56.76,0,0,0,1,1,0,6.30,,0.0000,11.1111,0.00,0,0.00,0,0.00,0,341.05,0.00,341.05,1,0,1,54.1349,11.1111,0.0000,0,0.00
2022-02-12,101974016,单品_12241,标准计划,3092344222,Skechers斯凯奇春季十周年钻石熊猫鞋女潮拼接休闲厚底运动鞋,运动鞋老爹鞋女,1299,67,47.98,5.1578,0.72,36.94,1,1,0,1,1,0,47.98,47.98,1.4925,1.4925,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0.0000,0.0000,0.0000,0,0.00
2022-02-12,101974016,单品_12241,标准计划,3092344222,Skechers斯凯奇春季十周年钻石熊猫鞋女潮拼接休闲厚底运动鞋,运动鞋运动,1,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,101974016,单品_12241,标准计划,3092344222,Skechers斯凯奇春季十周年钻石熊猫鞋女潮拼接休闲厚底运动鞋,厚底运动鞋,2,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,101974016,单品_12241,标准计划,3092344222,Skechers斯凯奇春季十周年钻石熊猫鞋女潮拼接休闲厚底运动鞋,拼色女 鞋,3,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,101974016,单品_12241,标准计划,3092344222,Skechers斯凯奇春季十周年钻石熊猫鞋女潮拼接休闲厚底运动鞋,skechers鞋子女,1,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,101974016,单品_12241,标准计划,3092344222,Skechers斯凯奇春季十周年钻石熊猫鞋女潮拼接休闲厚底运动鞋,厚底老爹鞋女,4,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,101974016,单品_12241,标准计划,3092344222,Skechers斯凯奇春季十周年钻石熊猫鞋女潮拼接休闲厚底运动鞋,老爹鞋女ins潮厚底运动鞋,2,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,48739019,二环_重点关注,标准计划,2664473507,Skechers斯凯奇春季新款网面鞋透气平底单鞋女一脚蹬懒人鞋渔夫鞋,女鞋夏季网面 透气,1,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,48739019,二环_重点关注,标准计划,2664473507,Skechers斯凯奇春季新款网面鞋透气平底单鞋女一脚蹬懒人鞋渔夫鞋,渔夫鞋女夏,1,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,48739019,二环_重点关注,标准计划,2664473507,Skechers斯凯奇春季新款网面鞋透气平底单鞋女一脚蹬懒人鞋渔夫鞋,女子 透气休闲鞋,1,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,48739019,二环_重点关注,标准计划,2664473507,Skechers斯凯奇春季新款网面鞋透气平底单鞋女一脚蹬懒人鞋渔夫鞋,渔夫女鞋夏季,22,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,48739019,二环_重点关注,标准计划,2664473507,Skechers斯凯奇春季新款网面鞋透气平底单鞋女一脚蹬懒人鞋渔夫鞋,网面透气休闲鞋,1,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,48739019,二环_重点关注,标准计划,2664473507,Skechers斯凯奇春季新款网面鞋透气平底单鞋女一脚蹬懒人鞋渔夫鞋,一脚蹬休闲鞋女,1,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,48739019,二环_重点关注,标准计划,2664473507,Skechers斯凯奇春季新款网面鞋透气平底单鞋女一脚蹬懒人鞋渔夫鞋,渔夫鞋夏季,6,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,48739019,二环_重点关注,标准计划,2664473507,Skechers斯凯奇春季新款网面鞋透气平底单鞋女一脚蹬懒人鞋渔夫鞋,鞋夏女透气,2,1,0.79,50.0000,0.79,395.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,48739019,二环_重点关注,标准计划,2664473507,Skechers斯凯奇春季新款网面鞋透气平底单鞋女一脚蹬懒人鞋渔夫鞋,女子运动单鞋,6,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,48739019,二环_重点关注,标准计划,2664473507,Skechers斯凯奇春季新款网面鞋透气平底单鞋女一脚蹬懒人鞋渔夫鞋,鞋子渔夫鞋,1046,35,31.98,3.3461,0.91,30.57,0,0,0,1,1,0,31.98,,0.0000,2.8571,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0.0000,0.0000,0.0000,0,0.00
2022-02-12,48739019,二环_重点关注,标准计划,2664473507,Skechers斯凯奇春季新款网面鞋透气平底单鞋女一脚蹬懒人鞋渔夫鞋,春秋女款小白鞋,2,1,0.68,50.0000,0.68,340.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,48739019,二环_重点关注,标准计划,2664473507,Skechers斯凯奇春季新款网面鞋透气平底单鞋女一脚蹬懒人鞋渔夫鞋,一脚蹬单鞋女,1,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
