日期,计划id,计划名称,推广类型,省份,城市,展现量,点击量,花费,点击率,平均点击花费,千次展现花费,总收藏数,宝贝收藏数,店铺收藏数,总购物车数,直接购物车数,间接购物车数,加购成本,宝贝收藏成本,宝贝收藏转化率,加购率,总预售成交金额,总预售成交笔数,直接预售成交金额,直接预售成交笔数,间接预售成交金额,间接预售成交笔数,总成交金额,直接成交金额,间接成交金额,总成交笔数,直接成交笔数,间接成交笔数,投入产出比,点击转化率,直接点击转化率
2022-02-10,166903372,一环_13143,智能计划,辽宁,营口,6,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,辽宁,铁岭,3,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,辽宁,沈阳,30,2,1.10,6.6667,0.55,36.67,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,辽宁,盘锦,5,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,辽宁,辽阳,4,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,辽宁,锦州,8,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,辽宁,葫芦岛,4,2,0.86,50.0000,0.43,215.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,辽宁,阜新,4,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,辽宁,抚顺,8,1,0.54,12.5000,0.54,67.50,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,辽宁,丹东,2,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,辽宁,大连,20,4,2.19,20.0000,0.55,109.50,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,辽宁,朝阳,5,2,1.16,40.0000,0.58,232.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,辽宁,本溪,5,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,辽宁,鞍山,5,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,江西,宜春,2,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,江西,新余,2,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,江西,上饶,7,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,江西,南昌,16,4,2.24,25.0000,0.56,140.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,江西,九江,5,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,江西,景德镇,1,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,江西,吉安,2,1,0.40,50.0000,0.40,200.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,江西,赣州,4,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,江西,抚州,1,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,江苏,镇江,9,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,江苏,扬州,11,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,江苏,盐城,12,4,0.69,33.3333,0.17,57.50,0,0,0,1,1,0,0.69,,0.0000,25.0000,,,,,,,0.00,0.00,0.00,0,0,0,0.0000,0.0000,0.0000
2022-02-10,166903372,一环_13143,智能计划,江苏,徐州,25,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,江苏,无锡,18,2,1.11,11.1111,0.56,61.67,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,江苏,泰州,14,3,1.40,21.4286,0.47,100.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,江苏,宿迁,5,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,江苏,苏州,52,6,2.98,11.5385,0.50,57.31,1,1,0,0,0,0,,2.98,16.6667,0.0000,,,,,,,0.00,0.00,0.00,0,0,0,0.0000,0.0000,0.0000
2022-02-10,166903372,一环_13143,智能计划,江苏,南通,22,3,1.59,13.6364,0.53,72.27,1,1,0,0,0,0,,1.59,33.3333,0.0000,,,,,,,0.00,0.00,0.00,0,0,0,0.0000,0.0000,0.0000
2022-02-10,166903372,一环_13143,智能计划,江苏,南京,34,7,3.75,20.5882,0.54,110.29,0,0,0,1,0,1,3.75,,0.0000,14.2857,,,,,,,0.00,0.00,0.00,0,0,0,0.0000,0.0000,0.0000
2022-02-10,166903372,一环_13143,智能计划,江苏,连云港,11,1,0.58,9.0909,0.58,52.73,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,江苏,常州,17,1,0.51,5.8824,0.51,30.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,吉林,延边自治州,4,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,吉林,通化,3,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,吉林,松原,2,1,0.49,50.0000,0.49,245.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,吉林,四平,3,1,0.46,33.3333,0.46,153.33,0,0,0,1,1,0,0.46,,0.0000,100.0000,,,,,,,0.00,0.00,0.00,0,0,0,0.0000,0.0000,0.0000
2022-02-10,166903372,一环_13143,智能计划,吉林,辽源,4,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,吉林,吉林,10,1,0.51,10.0000,0.51,51.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,吉林,白城,5,1,0.57,20.0000,0.57,114.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,湖南,湘西,1,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,湖南,株洲,3,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,湖南,张家界,2,1,0.51,50.0000,0.51,255.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,湖南,岳阳,6,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,湖南,永州,3,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,湖南,益阳,6,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,湖南,湘潭,4,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,湖南,邵阳,2,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,湖南,娄底,5,4,2.34,80.0000,0.59,468.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,湖南,怀化,3,1,0.60,33.3333,0.60,200.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,湖南,衡阳,3,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,湖南,郴州,3,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,湖南,长沙,25,6,2.36,24.0000,0.39,94.40,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,湖南,常德,5,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,湖北,宜昌,7,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,湖北,孝感,7,1,0.52,14.2857,0.52,74.29,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,湖北,襄阳,5,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,湖北,咸宁,3,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,湖北,武汉,60,5,2.38,8.3333,0.48,39.67,0,0,0,1,1,0,2.38,,0.0000,20.0000,,,,,,,0.00,0.00,0.00,0,0,0,0.0000,0.0000,0.0000
2022-02-10,166903372,一环_13143,智能计划,湖北,随州,2,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,湖北,十堰,2,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,湖北,荆州,5,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,湖北,荆门,5,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,湖北,黄石,3,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,湖北,黄冈,6,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,湖北,恩施,4,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,湖北,鄂州,2,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,黑龙江,伊春,1,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,黑龙江,绥化,3,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,黑龙江,齐齐哈尔,5,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,黑龙江,牡丹江,4,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,黑龙江,佳木斯,2,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,黑龙江,鸡西,1,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,黑龙江,黑河,3,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,黑龙江,鹤岗,1,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,黑龙江,哈尔滨,20,2,0.88,10.0000,0.44,44.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,黑龙江,大庆,2,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,河南,濮阳,7,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,河南,驻马店,26,3,1.71,11.5385,0.57,65.77,0,0,0,3,1,2,0.57,,0.0000,100.0000,,,,,,,0.00,0.00,0.00,0,0,0,0.0000,0.0000,0.0000
2022-02-10,166903372,一环_13143,智能计划,河南,周口,17,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,河南,郑州,63,10,5.40,15.8730,0.54,85.71,1,1,0,1,1,0,5.40,5.40,10.0000,10.0000,,,,,,,0.00,0.00,0.00,0,0,0,0.0000,0.0000,0.0000
2022-02-10,166903372,一环_13143,智能计划,河南,许昌,8,1,0.51,12.5000,0.51,63.75,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,河南,信阳,10,1,0.52,10.0000,0.52,52.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,河南,新乡,25,2,1.11,8.0000,0.56,44.40,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,河南,商丘,12,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,河南,平顶山,8,1,0.53,12.5000,0.53,66.25,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,河南,南阳,7,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,河南,洛阳,18,1,0.60,5.5556,0.60,33.33,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,河南,开封,9,3,1.62,33.3333,0.54,180.00,0,0,0,1,1,0,1.62,,0.0000,33.3333,,,,,,,0.00,0.00,0.00,0,0,0,0.0000,0.0000,0.0000
2022-02-10,166903372,一环_13143,智能计划,河南,焦作,9,2,0.99,22.2222,0.50,110.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,河南,安阳,9,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,河北,张家口,4,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,河北,邢台,8,3,1.66,37.5000,0.55,207.50,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,河北,唐山,10,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,河北,石家庄,25,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,河北,秦皇岛,8,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,河北,衡水,8,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,河北,邯郸,11,1,0.55,9.0909,0.55,50.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,河北,承德,2,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,河北,沧州,13,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,河北,保定,21,4,2.32,19.0476,0.58,110.48,1,1,0,0,0,0,,2.32,25.0000,0.0000,,,,,,,0.00,0.00,0.00,0,0,0,0.0000,0.0000,0.0000
2022-02-10,166903372,一环_13143,智能计划,海南,文昌,2,1,0.53,50.0000,0.53,265.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,海南,海口,6,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,贵州,遵义,2,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,贵州,贵阳,6,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,贵州,安顺,2,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,广西,来宾,3,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,广西,玉林,5,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,广西,梧州,1,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,广西,钦州,1,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,广西,南宁,9,1,0.60,11.1111,0.60,66.67,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,广西,柳州,5,2,1.15,40.0000,0.58,230.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,广西,河池,2,2,1.20,100.0000,0.60,600.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,广西,贵港,3,1,0.55,33.3333,0.55,183.33,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,广西,桂林,5,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,广西,北海,3,1,0.41,33.3333,0.41,136.67,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,广西,百色,1,1,0.51,100.0000,0.51,510.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,广东,珠海,2,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,广东,中山,4,1,0.56,25.0000,0.56,140.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,广东,肇庆,3,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,广东,湛江,1,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,广东,云浮,3,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,广东,阳江,2,1,0.27,50.0000,0.27,135.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,广东,深圳,30,5,2.22,16.6667,0.44,74.00,1,1,0,0,0,0,,2.22,20.0000,0.0000,,,,,,,710.60,710.60,0.00,2,2,0,320.0901,40.0000,40.0000
2022-02-10,166903372,一环_13143,智能计划,广东,汕尾,2,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,广东,汕头,3,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,广东,梅州,1,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,广东,茂名,1,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,广东,揭阳,1,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,广东,江门,1,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,广东,惠州,4,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,广东,河源,2,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,广东,广州,40,1,0.59,2.5000,0.59,14.75,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,广东,佛山,10,1,0.49,10.0000,0.49,49.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,广东,东莞,10,2,1.08,20.0000,0.54,108.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,广东,潮州,2,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,广东,广东,2,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,甘肃,兰州,8,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,福建,漳州,4,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,福建,厦门,10,1,0.51,10.0000,0.51,51.00,0,0,0,1,0,1,0.51,,0.0000,100.0000,,,,,,,0.00,0.00,0.00,0,0,0,0.0000,0.0000,0.0000
2022-02-10,166903372,一环_13143,智能计划,福建,三明,2,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,福建,泉州,6,2,1.06,33.3333,0.53,176.67,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,福建,莆田,3,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,福建,南平,5,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,福建,龙岩,1,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,福建,福州,9,2,1.06,22.2222,0.53,117.78,1,0,1,0,0,0,,,0.0000,0.0000,,,,,,,0.00,0.00,0.00,0,0,0,0.0000,0.0000,0.0000
2022-02-10,166903372,一环_13143,智能计划,北京,北京,54,7,3.96,12.9630,0.57,73.33,1,0,1,1,0,1,3.96,,0.0000,14.2857,,,,,,,359.00,0.00,359.00,1,0,1,90.6566,14.2857,0.0000
2022-02-10,166903372,一环_13143,智能计划,安徽,亳州,10,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,安徽,宣城,5,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,安徽,芜湖,6,1,0.55,16.6667,0.55,91.67,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,安徽,铜陵,4,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,安徽,宿州,1,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,安徽,马鞍山,3,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,安徽,六安,8,1,0.56,12.5000,0.56,70.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,安徽,黄山,4,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,安徽,淮南,6,1,0.57,16.6667,0.57,95.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,安徽,淮北,6,1,0.60,16.6667,0.60,100.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,安徽,合肥,31,11,5.88,35.4839,0.53,189.68,1,0,1,1,1,0,5.88,,0.0000,9.0909,,,,,,,0.00,0.00,0.00,0,0,0,0.0000,0.0000,0.0000
2022-02-10,166903372,一环_13143,智能计划,安徽,阜阳,11,1,0.41,9.0909,0.41,37.27,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,安徽,滁州,7,4,2.10,57.1429,0.53,300.00,0,0,0,3,1,2,0.70,,0.0000,75.0000,,,,,,,0.00,0.00,0.00,0,0,0,0.0000,0.0000,0.0000
2022-02-10,166903372,一环_13143,智能计划,安徽,池州,2,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,安徽,蚌埠,8,1,0.46,12.5000,0.46,57.50,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,166903372,一环_13143,智能计划,安徽,安庆,4,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,60171377,三环_全品类_全地域,标准计划,重庆,重庆,19,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,60171377,三环_全品类_全地域,标准计划,浙江,衢州,1,1,0.46,100.0000,0.46,460.00,0,0,0,1,1,0,0.46,,0.0000,100.0000,,,,,,,0.00,0.00,0.00,0,0,0,0.0000,0.0000,0.0000
2022-02-10,60171377,三环_全品类_全地域,标准计划,浙江,温州,4,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,60171377,三环_全品类_全地域,标准计划,浙江,台州,1,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,60171377,三环_全品类_全地域,标准计划,浙江,宁波,4,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,60171377,三环_全品类_全地域,标准计划,浙江,丽水,1,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,60171377,三环_全品类_全地域,标准计划,浙江,金华,4,1,0.47,25.0000,0.47,117.50,0,0,0,1,1,0,0.47,,0.0000,100.0000,,,,,,,0.00,0.00,0.00,0,0,0,0.0000,0.0000,0.0000
2022-02-10,60171377,三环_全品类_全地域,标准计划,浙江,嘉兴,1,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,60171377,三环_全品类_全地域,标准计划,浙江,湖州,2,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,60171377,三环_全品类_全地域,标准计划,浙江,杭州,13,2,1.00,15.3846,0.50,76.92,,,,,,,,,,,,,,,,,,,,,,,,,
