日期,计划id,计划名称,推广类型,省份,城市,展现量,点击量,花费,点击率,平均点击花费,千次展现花费,总收藏数,宝贝收藏数,店铺收藏数,总购物车数,直接购物车数,间接购物车数,加购成本,宝贝收藏成本,宝贝收藏转化率,加购率,总预售成交金额,总预售成交笔数,直接预售成交金额,直接预售成交笔数,间接预售成交金额,间接预售成交笔数,总成交金额,直接成交金额,间接成交金额,总成交笔数,直接成交笔数,间接成交笔数,投入产出比,点击转化率,直接点击转化率
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,山西,朔州,8,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,河北,唐山,22,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,安徽,亳州,15,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,山西,吕梁,29,2,0.86,6.8966,0.43,29.66,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,陕西,榆林,17,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,安徽,宣城,8,1,0.46,12.5000,0.46,57.50,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,内蒙,包头,11,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,河南,濮阳,22,1,0.32,4.5455,0.32,14.55,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,河南,平顶山,27,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,四川,德阳,4,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,湖南,湘潭,5,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,浙江,湖州,7,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,陕西,汉中,13,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,辽宁,锦州,12,1,0.48,8.3333,0.48,40.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,广东,河源,3,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,辽宁,大连,36,2,0.96,5.5556,0.48,26.67,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,安徽,铜陵,1,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,安徽,安庆,12,1,0.44,8.3333,0.44,36.67,0,0,0,1,0,1,0.44,,0.0000,100.0000,,,,,,,0.00,0.00,0.00,0,0,0,0.0000,0.0000,0.0000
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,内蒙,锡林郭勒,1,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,广西,贺州,2,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,河南,开封,29,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,吉林,通化,5,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,江苏,镇江,19,8,2.30,42.1053,0.29,121.05,0,0,0,1,1,0,2.30,,0.0000,12.5000,,,,,,,339.00,339.00,0.00,1,1,0,147.3913,12.5000,12.5000
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,陕西,西安,84,4,1.57,4.7619,0.39,18.69,0,0,0,1,1,0,1.57,,0.0000,25.0000,,,,,,,0.00,0.00,0.00,0,0,0,0.0000,0.0000,0.0000
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,广东,广东,10,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,内蒙,鄂尔多斯,9,3,1.38,33.3333,0.46,153.33,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,湖南,衡阳,11,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,广东,东莞,34,1,0.44,2.9412,0.44,12.94,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,广西,钦州,4,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,广东,潮州,3,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,河北,邯郸,18,2,0.95,11.1111,0.48,52.78,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,江西,吉安,3,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,山东,青岛,70,1,0.48,1.4286,0.48,6.86,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,湖南,永州,8,2,0.91,25.0000,0.46,113.75,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,四川,乐山,5,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,江西,宜春,11,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,河南,洛阳,44,5,2.06,11.3636,0.41,46.82,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,山东,聊城,12,1,0.44,8.3333,0.44,36.67,1,1,0,0,0,0,,0.44,100.0000,0.0000,,,,,,,349.00,349.00,0.00,1,1,0,793.1818,100.0000,100.0000
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,四川,甘孜州,1,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,江西,九江,19,1,0.43,5.2632,0.43,22.63,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,黑龙江,鸡西,4,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,山东,潍坊,42,6,2.46,14.2857,0.41,58.57,0,0,0,5,3,2,0.49,,0.0000,83.3333,,,,,,,0.00,0.00,0.00,0,0,0,0.0000,0.0000,0.0000
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,湖北,宜昌,14,1,0.46,7.1429,0.46,32.86,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,陕西,铜川,3,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,黑龙江,鹤岗,2,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,云南,昆明,17,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,湖北,黄冈,10,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,四川,攀枝花,3,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,山西,晋城,24,3,1.33,12.5000,0.44,55.42,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,浙江,嘉兴,13,1,0.45,7.6923,0.45,34.62,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,辽宁,营口,6,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,河南,南阳,31,2,0.87,6.4516,0.44,28.06,1,1,0,0,0,0,,0.87,50.0000,0.0000,,,,,,,0.00,0.00,0.00,0,0,0,0.0000,0.0000,0.0000
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,广东,佛山,20,1,0.44,5.0000,0.44,22.00,0,0,0,1,1,0,0.44,,0.0000,100.0000,,,,,,,0.00,0.00,0.00,0,0,0,0.0000,0.0000,0.0000
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,山西,临汾,24,1,0.39,4.1667,0.39,16.25,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,贵州,贵阳,17,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,浙江,杭州,65,3,1.31,4.6154,0.44,20.15,0,0,0,1,1,0,1.31,,0.0000,33.3333,,,,,,,0.00,0.00,0.00,0,0,0,0.0000,0.0000,0.0000
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,辽宁,丹东,6,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,河南,焦作,26,4,1.73,15.3846,0.43,66.54,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,广东,汕头,24,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,吉林,四平,4,1,0.16,25.0000,0.16,40.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,山西,运城,19,2,0.95,10.5263,0.48,50.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,山西,忻州,21,1,0.48,4.7619,0.48,22.86,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,湖北,荆门,7,2,0.82,28.5714,0.41,117.14,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,陕西,渭南,10,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,湖北,咸宁,7,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,湖南,张家界,5,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,安徽,宿州,14,3,1.31,21.4286,0.44,93.57,3,3,0,0,0,0,,0.44,100.0000,0.0000,,,,,,,0.00,0.00,0.00,0,0,0,0.0000,0.0000,0.0000
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,辽宁,本溪,10,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,山东,威海,13,2,0.78,15.3846,0.39,60.00,0,0,0,1,0,1,0.78,,0.0000,50.0000,,,,,,,0.00,0.00,0.00,0,0,0,0.0000,0.0000,0.0000
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,山东,济宁,37,3,0.73,8.1081,0.24,19.73,0,0,0,1,0,1,0.73,,0.0000,33.3333,,,,,,,0.00,0.00,0.00,0,0,0,0.0000,0.0000,0.0000
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,吉林,白山,5,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,湖北,武汉,71,3,1.20,4.2254,0.40,16.90,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,江苏,常州,33,1,0.48,3.0303,0.48,14.55,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,江苏,宿迁,14,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,山东,日照,8,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,内蒙,兴安,4,1,0.43,25.0000,0.43,107.50,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,湖南,岳阳,9,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,内蒙,赤峰,3,1,0.38,33.3333,0.38,126.67,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,广东,云浮,2,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,河南,周口,49,4,1.86,8.1633,0.47,37.96,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,河北,沧州,18,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,江西,赣州,26,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,黑龙江,绥化,15,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,江苏,南通,33,3,1.32,9.0909,0.44,40.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,湖北,潜江,3,1,0.48,33.3333,0.48,160.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,江西,景德镇,3,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,广东,广州,109,7,2.99,6.4220,0.43,27.43,0,0,0,2,2,0,1.50,,0.0000,28.5714,,,,,,,417.05,417.05,0.00,1,1,0,139.4816,14.2857,14.2857
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,福建,莆田,10,1,0.45,10.0000,0.45,45.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,广西,河池,4,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,河北,承德,7,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,湖北,仙桃,2,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,辽宁,抚顺,14,1,0.35,7.1429,0.35,25.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,黑龙江,双鸭山,4,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,云南,丽江,3,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,湖南,湘西,7,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,湖南,株洲,7,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,浙江,台州,14,1,0.43,7.1429,0.43,30.71,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,四川,广元,4,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,黑龙江,大庆,9,1,0.40,11.1111,0.40,44.44,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,黑龙江,牡丹江,7,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,甘肃,兰州,19,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,河南,新乡,56,3,1.44,5.3571,0.48,25.71,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,广西,北海,11,2,0.76,18.1818,0.38,69.09,1,1,0,0,0,0,,0.76,50.0000,0.0000,,,,,,,0.00,0.00,0.00,0,0,0,0.0000,0.0000,0.0000
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,山东,泰安,33,4,1.77,12.1212,0.44,53.64,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,黑龙江,黑河,2,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,上海,上海,224,19,7.62,8.4821,0.40,34.02,10,10,0,10,6,4,0.76,0.76,52.6316,52.6316,,,,,,,728.00,728.00,0.00,2,2,0,95.5381,10.5263,10.5263
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,安徽,黄山,3,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,贵州,安顺,1,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,福建,三明,5,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,内蒙,呼伦贝尔,4,1,0.44,25.0000,0.44,110.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,福建,福州,53,6,2.83,11.3208,0.47,53.40,0,0,0,3,1,2,0.94,,0.0000,50.0000,,,,,,,0.00,0.00,0.00,0,0,0,0.0000,0.0000,0.0000
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,湖北,随州,5,1,0.48,20.0000,0.48,96.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,福建,泉州,21,1,0.36,4.7619,0.36,17.14,1,0,1,0,0,0,,,0.0000,0.0000,,,,,,,0.00,0.00,0.00,0,0,0,0.0000,0.0000,0.0000
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,广东,江门,11,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,四川,宜宾,15,1,0.48,6.6667,0.48,32.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,福建,龙岩,5,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,陕西,延安,9,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,山西,大同,16,1,0.37,6.2500,0.37,23.13,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,陕西,咸阳,12,1,0.42,8.3333,0.42,35.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,内蒙,巴彦淖尔,3,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,江苏,徐州,36,1,0.36,2.7778,0.36,10.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,内蒙,通辽,10,2,0.70,20.0000,0.35,70.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,广西,柳州,15,1,0.34,6.6667,0.34,22.67,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,广西,梧州,1,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,山东,临沂,31,2,0.88,6.4516,0.44,28.39,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,154946343,十二月_老爹鞋二三环,智能计划,广西,百色,5,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,62424983,一环_高转化地域_品牌词,标准计划,山东,烟台,50,2,0.73,4.0000,0.37,14.60,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,62424983,一环_高转化地域_品牌词,标准计划,贵州,贵阳,28,2,0.87,7.1429,0.44,31.07,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,62424983,一环_高转化地域_品牌词,标准计划,湖南,邵阳,17,2,0.99,11.7647,0.50,58.24,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,62424983,一环_高转化地域_品牌词,标准计划,广东,江门,15,1,0.44,6.6667,0.44,29.33,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,62424983,一环_高转化地域_品牌词,标准计划,云南,昆明,39,3,0.97,7.6923,0.32,24.87,1,0,1,0,0,0,,,0.0000,0.0000,,,,,,,0.00,0.00,0.00,0,0,0,0.0000,0.0000,0.0000
2022-02-11,62424983,一环_高转化地域_品牌词,标准计划,河北,承德,14,1,0.52,7.1429,0.52,37.14,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,62424983,一环_高转化地域_品牌词,标准计划,山西,太原,62,9,3.07,14.5161,0.34,49.52,0,0,0,1,0,1,3.07,,0.0000,11.1111,,,,,,,0.00,0.00,0.00,0,0,0,0.0000,0.0000,0.0000
2022-02-11,62424983,一环_高转化地域_品牌词,标准计划,广东,深圳,168,8,3.54,4.7619,0.44,21.07,3,2,1,2,0,2,1.77,1.77,25.0000,25.0000,,,,,,,521.55,0.00,521.55,2,0,2,147.3305,25.0000,0.0000
2022-02-11,62424983,一环_高转化地域_品牌词,标准计划,江西,上饶,26,1,0.42,3.8462,0.42,16.15,1,1,0,0,0,0,,0.42,100.0000,0.0000,,,,,,,0.00,0.00,0.00,0,0,0,0.0000,0.0000,0.0000
2022-02-11,62424983,一环_高转化地域_品牌词,标准计划,河南,周口,59,1,0.43,1.6949,0.43,7.29,1,1,0,0,0,0,,0.43,100.0000,0.0000,,,,,,,0.00,0.00,0.00,0,0,0,0.0000,0.0000,0.0000
2022-02-11,62424983,一环_高转化地域_品牌词,标准计划,安徽,阜阳,34,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,62424983,一环_高转化地域_品牌词,标准计划,安徽,马鞍山,13,2,0.82,15.3846,0.41,63.08,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,62424983,一环_高转化地域_品牌词,标准计划,广东,广州,195,10,4.33,5.1282,0.43,22.21,0,0,0,1,0,1,4.33,,0.0000,10.0000,,,,,,,0.00,0.00,0.00,0,0,0,0.0000,0.0000,0.0000
2022-02-11,62424983,一环_高转化地域_品牌词,标准计划,湖北,十堰,15,3,1.00,20.0000,0.33,66.67,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,62424983,一环_高转化地域_品牌词,标准计划,广东,汕头,21,2,0.82,9.5238,0.41,39.05,0,0,0,1,1,0,0.82,,0.0000,50.0000,,,,,,,0.00,0.00,0.00,0,0,0,0.0000,0.0000,0.0000
2022-02-11,62424983,一环_高转化地域_品牌词,标准计划,广东,肇庆,9,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,62424983,一环_高转化地域_品牌词,标准计划,云南,大理,7,1,0.25,14.2857,0.25,35.71,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,62424983,一环_高转化地域_品牌词,标准计划,黑龙江,大庆,17,4,1.56,23.5294,0.39,91.76,1,1,0,3,0,3,0.52,1.56,25.0000,75.0000,,,,,,,0.00,0.00,0.00,0,0,0,0.0000,0.0000,0.0000
2022-02-11,62424983,一环_高转化地域_品牌词,标准计划,江苏,盐城,26,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,62424983,一环_高转化地域_品牌词,标准计划,江苏,连云港,43,1,0.48,2.3256,0.48,11.16,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,62424983,一环_高转化地域_品牌词,标准计划,湖南,永州,12,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,62424983,一环_高转化地域_品牌词,标准计划,广东,汕尾,4,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,62424983,一环_高转化地域_品牌词,标准计划,山西,吕梁,23,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,62424983,一环_高转化地域_品牌词,标准计划,内蒙,呼伦贝尔,4,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,62424983,一环_高转化地域_品牌词,标准计划,辽宁,鞍山,19,1,0.40,5.2632,0.40,21.05,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,62424983,一环_高转化地域_品牌词,标准计划,黑龙江,牡丹江,7,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,62424983,一环_高转化地域_品牌词,标准计划,浙江,浙江,2,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,62424983,一环_高转化地域_品牌词,标准计划,广西,南宁,32,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
