日期,展现量,点击量,花费,点击率,平均点击花费,千次展现花费,总收藏数,宝贝收藏数,店铺收藏数,总购物车数,直接购物车数,间接购物车数,加购成本,宝贝收藏成本,宝贝收藏转化率,加购率,总预售成交金额,总预售成交笔数,直接预售成交金额,直接预售成交笔数,间接预售成交金额,间接预售成交笔数,总成交金额,直接成交金额,间接成交金额,总成交笔数,直接成交笔数,间接成交笔数,投入产出比,点击转化率,直接点击转化率,购物金充值笔数,购物金充值金额,自然流量曝光,自然流量转化金额,特权订金金额,尾款金额,一口价金额,新成交用户数,新成交用户占比
2022-02-13,112788,6984,3919.94,6.1921,0.56,34.75,265,210,55,830,347,483,4.72,18.67,3.0069,11.8843,0.00,0,0.00,0,0.00,0,48082.83,20211.98,27870.85,146,57,89,12.2662,2.0905,0.8162,1,1000.00,,,,,,,
